time, name, value, enum, units
"2019-03-26 16:42:29.227","TotalBarrels","3","","bbl"
"2019-03-26 16:42:30.726","EngineRPM","250","","RPM"
"2019-03-26 16:42:30.726","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:30.726","HighPressure","625.000000","","psi"
"2019-03-26 16:42:30.726","LowPressure","31.000000","","psi"
"2019-03-26 16:42:31.327","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:31.327","TotalBarrels","3","","bbl"
"2019-03-26 16:42:32.726","EngineRPM","250","","RPM"
"2019-03-26 16:42:32.726","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:32.726","HighPressure","625.000000","","psi"
"2019-03-26 16:42:32.726","LowPressure","31.000000","","psi"
"2019-03-26 16:42:33.427","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:33.427","TotalBarrels","3","","bbl"
"2019-03-26 16:42:34.826","EngineRPM","250","","RPM"
"2019-03-26 16:42:34.826","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:34.826","HighPressure","625.000000","","psi"
"2019-03-26 16:42:34.826","LowPressure","31.000000","","psi"
"2019-03-26 16:42:35.527","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:35.527","TotalBarrels","3","","bbl"
"2019-03-26 16:42:36.926","EngineRPM","250","","RPM"
"2019-03-26 16:42:36.926","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:36.926","HighPressure","625.000000","","psi"
"2019-03-26 16:42:36.926","LowPressure","31.000000","","psi"
"2019-03-26 16:42:37.528","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:37.528","TotalBarrels","4","","bbl"
"2019-03-26 16:42:38.926","EngineRPM","250","","RPM"
"2019-03-26 16:42:38.926","OutletTemperature","50.000000","","fahrenheit"
